sample,type,setting
Ara+2_1500gen_1063A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_1500gen_1063A,illumina-SE,sra://SRR2584608
Ara+2_1500gen_1063B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_1500gen_1063B,illumina-SE,sra://SRR2584609
Ara+2_20000gen_8601A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_20000gen_8601A,illumina-SE,sra://SRR2584660
Ara+2_20000gen_8601B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_20000gen_8601B,illumina-SE,sra://SRR2584661
Ara+2_2000gen_1159A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_2000gen_1159A,illumina-SE,sra://SRR2584610
Ara+2_2000gen_1159B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_2000gen_1159B,illumina-SE,sra://SRR2584611
Ara+2_30000gen_10407,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_30000gen_10407,illumina-SE,sra://SRR2584662
Ara+2_30000gen_10408,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_30000gen_10408,illumina-SE,sra://SRR2584663
Ara+2_40000gen_10950,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_40000gen_10950,illumina-SE,sra://SRR2086096
Ara+2_40000gen_10951,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_40000gen_10951,illumina-SE,sra://SRR2086097
Ara+2_50000gen_11342,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_50000gen_11342,illumina-SE,sra://SRR2584665
Ara+2_50000gen_11343,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_50000gen_11343,illumina-PE,sra://SRR2588645
Ara+2_5000gen_2174A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_5000gen_2174A,illumina-SE,sra://SRR2584613
Ara+2_5000gen_2174B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_5000gen_2174B,illumina-SE,sra://SRR2584614
Ara+2_500gen_769A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_500gen_769A,illumina-SE,sra://SRR2584549
Ara+2_500gen_769B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+2_500gen_769B,illumina-SE,sra://SRR2584550
Ara+3_10000gen_4532A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_10000gen_4532A,illumina-PE,sra://SRR2591036
Ara+3_10000gen_4532B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_10000gen_4532B,illumina-PE,sra://SRR2591037
Ara+3_1000gen_960A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_1000gen_960A,illumina-PE,sra://SRR2584669
Ara+3_1000gen_960B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_1000gen_960B,illumina-PE,sra://SRR2591034
Ara+3_15000gen_7185A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_15000gen_7185A,illumina-PE,sra://SRR2584681
Ara+3_15000gen_7185B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_15000gen_7185B,illumina-PE,sra://SRR2584682
Ara+3_1500gen_1064A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_1500gen_1064A,illumina-PE,sra://SRR2584671
Ara+3_1500gen_1064B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_1500gen_1064B,illumina-PE,sra://SRR2591035
Ara+3_20000gen_8602A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_20000gen_8602A,illumina-PE,sra://SRR2584683
Ara+3_20000gen_8602B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_20000gen_8602B,illumina-PE,sra://SRR2584684
Ara+3_2000gen_1160A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_2000gen_1160A,illumina-PE,sra://SRR2584673
Ara+3_2000gen_1160B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_2000gen_1160B,illumina-PE,sra://SRR2588711
Ara+3_30000gen_10410,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_30000gen_10410,illumina-PE,sra://SRR2584685
Ara+3_30000gen_10411,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_30000gen_10411,illumina-PE,sra://SRR2588848
Ara+3_40000gen_10953,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_40000gen_10953,illumina-SE,sra://SRR1536189
Ara+3_40000gen_10954,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_40000gen_10954,illumina-SE,sra://SRR2584694
Ara+3_50000gen_11345,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_50000gen_11345,illumina-SE,sra://SRR2584696
Ara+3_50000gen_11346,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_50000gen_11346,illumina-PE,sra://SRR2591038
Ara+3_5000gen_2175A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_5000gen_2175A,illumina-PE,sra://SRR2584677
Ara+3_5000gen_2175B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_5000gen_2175B,illumina-PE,sra://SRR2584678
Ara+3_500gen_770A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_500gen_770A,illumina-PE,sra://SRR2588658
Ara+3_500gen_770B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+3_500gen_770B,illumina-PE,sra://SRR2584668
Ara+4_10000gen_4533A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_10000gen_4533A,illumina-PE,sra://SRR2584708
Ara+4_10000gen_4533B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_10000gen_4533B,illumina-PE,sra://SRR2588992
Ara+4_1000gen_961A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_1000gen_961A,illumina-PE,sra://SRR2588900
Ara+4_1000gen_961B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_1000gen_961B,illumina-PE,sra://SRR2588923
Ara+4_15000gen_7186A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_15000gen_7186A,illumina-PE,sra://SRR2584710
Ara+4_15000gen_7186B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_15000gen_7186B,illumina-PE,sra://SRR2588993
Ara+4_1500gen_1065A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_1500gen_1065A,illumina-PE,sra://SRR2588946
Ara+4_1500gen_1065B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_1500gen_1065B,illumina-PE,sra://SRR2584702
Ara+4_20000gen_8603A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_20000gen_8603A,illumina-PE,sra://SRR2584712
Ara+4_20000gen_8603B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_20000gen_8603B,illumina-PE,sra://SRR2591039
Ara+4_2000gen_1161A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_2000gen_1161A,illumina-PE,sra://SRR2584703
Ara+4_2000gen_1161B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_2000gen_1161B,illumina-PE,sra://SRR2584705
Ara+4_30000gen_10414,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_30000gen_10414,illumina-PE,sra://SRR2584714
Ara+4_30000gen_10415,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_30000gen_10415,illumina-PE,sra://SRR2588995
Ara+4_40000gen_10956,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_40000gen_10956,illumina-SE,sra://SRR2086098
Ara+4_40000gen_10957,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_40000gen_10957,illumina-SE,sra://SRR2086148
Ara+4_50000gen_11348,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_50000gen_11348,illumina-SE,sra://SRR2584774
Ara+4_50000gen_11349,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_50000gen_11349,illumina-PE,sra://SRR2591040
Ara+4_5000gen_2176A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_5000gen_2176A,illumina-PE,sra://SRR2584706
Ara+4_5000gen_2176B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_5000gen_2176B,illumina-PE,sra://SRR2588991
Ara+4_500gen_771A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_500gen_771A,illumina-PE,sra://SRR2584697
Ara+4_500gen_771B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+4_500gen_771B,illumina-PE,sra://SRR2584698
Ara+5_10000gen_4534A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_10000gen_4534A,illumina-SE,sra://SRR2584787
Ara+5_10000gen_4534B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_10000gen_4534B,illumina-SE,sra://SRR2584811
Ara+5_1000gen_962A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_1000gen_962A,illumina-SE,sra://SRR2584778
Ara+5_1000gen_962B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_1000gen_962B,illumina-SE,sra://SRR2584779
Ara+5_15000gen_7187A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_15000gen_7187A,illumina-SE,sra://SRR2584812
Ara+5_15000gen_7187B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_15000gen_7187B,illumina-SE,sra://SRR2584813
Ara+5_1500gen_1066A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_1500gen_1066A,illumina-SE,sra://SRR2584780
Ara+5_1500gen_1066B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_1500gen_1066B,illumina-SE,sra://SRR2584781
Ara+5_20000gen_8604A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_20000gen_8604A,illumina-SE,sra://SRR2584814
Ara+5_20000gen_8604B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_20000gen_8604B,illumina-SE,sra://SRR2584815
Ara+5_2000gen_1162A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_2000gen_1162A,illumina-SE,sra://SRR2584782
Ara+5_2000gen_1162B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_2000gen_1162B,illumina-SE,sra://SRR2584784
Ara+5_30000gen_10432,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_30000gen_10432,illumina-SE,sra://SRR2584816
Ara+5_30000gen_10433,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_30000gen_10433,illumina-SE,sra://SRR2584820
Ara+5_40000gen_10982,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_40000gen_10982,illumina-SE,sra://SRR2086149
Ara+5_40000gen_10983,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_40000gen_10983,illumina-SE,sra://SRR2086150
Ara+5_50000gen_11367,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_50000gen_11367,illumina-SE,sra://SRR2584821
Ara+5_50000gen_11368,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_50000gen_11368,illumina-PE,sra://SRR2584822
Ara+5_5000gen_2177A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_5000gen_2177A,illumina-SE,sra://SRR2584785
Ara+5_5000gen_2177B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_5000gen_2177B,illumina-SE,sra://SRR2584786
Ara+5_500gen_772A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_500gen_772A,illumina-SE,sra://SRR2584776
Ara+5_500gen_772B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+5_500gen_772B,illumina-SE,sra://SRR2584777
Ara+6_10000gen_4535A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_10000gen_4535A,illumina-SE,sra://SRR2584834
Ara+6_10000gen_4535B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_10000gen_4535B,illumina-SE,sra://SRR2584835
Ara+6_1000gen_963A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_1000gen_963A,illumina-SE,sra://SRR2584825
Ara+6_1000gen_963B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_1000gen_963B,illumina-SE,sra://SRR2584826
Ara+6_15000gen_7188A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_15000gen_7188A,illumina-SE,sra://SRR2584836
Ara+6_15000gen_7188B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_15000gen_7188B,illumina-SE,sra://SRR2584837
Ara+6_1500gen_1067A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_1500gen_1067A,illumina-SE,sra://SRR2584827
Ara+6_1500gen_1067B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_1500gen_1067B,illumina-SE,sra://SRR2584828
Ara+6_20000gen_8605A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_20000gen_8605A,illumina-SE,sra://SRR2584838
Ara+6_20000gen_8605B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_20000gen_8605B,illumina-SE,sra://SRR2584839
Ara+6_2000gen_1163A,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_2000gen_1163A,illumina-SE,sra://SRR2584829
Ara+6_2000gen_1163B,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_2000gen_1163B,illumina-SE,sra://SRR2584831
Ara+6_30000gen_10417,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_30000gen_10417,illumina-SE,sra://SRR2584840
Ara+6_30000gen_10418,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_30000gen_10418,illumina-SE,sra://SRR2584842
Ara+6_40000gen_10985,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_40000gen_10985,illumina-SE,sra://SRR1536190
Ara+6_40000gen_10986,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_40000gen_10986,illumina-SE,sra://SRR2584843
Ara+6_50000gen_11370,reference,https://raw.githubusercontent.com/barricklab/LTEE/7da91974eafac0c5a8f903ae57275795d4395af2/reference/REL606.gbk
Ara+6_50000gen_11370,illumina-SE,sra://SRR2584844
